"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_misiones","vcr_misiones","compatibilidad_con_misiones","valor_estrategico_para_misiones","indice_recuperacion_de_posiciones_misiones","indice_oportunidades_cercanas_misiones","indice_objetivos_factibles_misiones","indice_apuestas_ambiciosas_misiones","top_20_criterios_misiones","empleo","empresas","tasa_fem"
"283190","Dithionites, sulfoxylates of metals, not sodium","Ditionitos y sulfoxilatos, los demas excepto de sodio.","Químicos"," VI Productos químicos y aliados","-0.38696","3042","Decreció / Se mantuvo","99275.30055","0.00000","0.00000","-0.27244","-0.10851","0","-0.25110","-0.25436","-0.22730","","s.d.","s.d.","0.14976"
"283210","Sodium sulphites","Sulfitos de sodio.","Químicos"," VI Productos químicos y aliados","-0.81066","3574","Creció / Creció","2387262.42077","0.06974","0.00001","-0.79550","0.44544","0","-0.54883","-0.48830","-0.24087","","s.d.","s.d.","0.14976"
"283220","Sulphites of metals, not sodium","Los demas sulfitos, excepto de sodio.","Químicos"," VI Productos químicos y aliados","0.13331","2255","Creció / Se mantuvo","558130.05464","0.00000","0.00000","-0.66881","1.23372","0","-0.20809","-0.03275","0.38786","","s.d.","s.d.","0.14976"
"283230","Thiosulphates of metals","Tiosulfatos.","Químicos"," VI Productos químicos y aliados","0.64527","1376","Creció / Creció","-1826559.03279","0.00000","0.00000","-0.66422","0.68299","0","-0.26383","-0.06552","0.26939","","s.d.","s.d.","0.14976"
"283311","Disodium sulphate","Sulfatos de disodio","Químicos"," VI Productos químicos y aliados","-0.71122","3456","Creció / Decreció","3863635.73497","79.39200","0.00511","-0.23384","-0.28636","0","-0.29208","-0.34245","-0.37682","","s.d.","s.d.","0.14976"
"283319","Sodium sulphates, nes","Los demas sulfato de sodio","Químicos"," VI Productos químicos y aliados","-0.61841","3349","Decreció / Decreció","617314.17760","0.00000","0.00000","-0.02894","0.79814","0","0.07753","0.05994","0.19588","","s.d.","s.d.","0.14976"
"283321","Magnesium sulphate","Sulfato de magnesio","Químicos"," VI Productos químicos y aliados","1.06015","715","Creció / Creció","1944610.25956","15.37250","0.00207","-1.24534","-0.51136","0","-0.86799","-0.60075","-0.33868","","s.d.","s.d.","0.14976"
"283322","Aluminum sulphates","Sulfato de aluminio.","Químicos"," VI Productos químicos y aliados","-0.70123","3444","Creció / Se mantuvo","758535.21311","0.00000","0.00000","1.20847","-0.20442","0","0.73492","0.47331","0.09525","","s.d.","s.d.","0.14976"
"283324","Nickel sulphates","Sulfato de niquel","Químicos"," VI Productos químicos y aliados","1.28833","435","Decreció / Decreció","1490312.17486","0.00000","0.00000","-0.31820","0.78202","0","0.06250","0.27816","0.57853","","s.d.","s.d.","0.14976"
"283325","Copper sulphates","Sulfato de cobre","Químicos"," VI Productos químicos y aliados","-0.39843","3057","Creció mucho / Creció","4033389.95902","0.00000","0.00000","0.88290","-1.32411","0","0.31337","0.07488","-0.43059","","s.d.","s.d.","0.14976"
"283327","Barium sulphate","Sulfato de bario.","Químicos"," VI Productos químicos y aliados","1.55102","204","Decreció / Decreció","1209714.03279","0.00000","0.00000","-2.02600","0.00897","0","-1.26130","-0.80185","-0.21601","","s.d.","s.d.","0.14976"
"283329","Sulphates of metals, nes","Los demas sulfatos","Químicos"," VI Productos químicos y aliados","-0.30752","2928","Creció mucho / Creció","-1562198.81694","0.00000","0.00000","0.86783","-0.40166","0","0.49640","0.31539","0.00272","","s.d.","s.d.","0.14976"
"283330","Alums","Alumbres.","Químicos"," VI Productos químicos y aliados","-0.88911","3689","Decreció / Decreció","138377.46721","0.00000","0.00000","-0.03047","-0.46312","0","-0.20286","-0.31036","-0.43982","","s.d.","s.d.","0.14976"
"283340","Peroxosulphates of metals","Peroxosulfatos (persulfatos).","Químicos"," VI Productos químicos y aliados","0.49738","1636","Creció / Creció","1432278.30328","0.00000","0.00000","-1.19741","0.66921","0","-0.65461","-0.39180","0.06627","","s.d.","s.d.","0.14976"
"283410","Nitrites of metals","Nitritos.","Químicos"," VI Productos químicos y aliados","-0.08549","2573","Creció / Creció","759502.18306","0.00000","0.00000","0.21908","-0.21233","0","0.10234","0.05032","-0.05120","","0","0","0.04194"
"283421","Potassium nitrate","Nitrato de potasio fertilizante","Químicos"," VI Productos químicos y aliados","-0.55118","3258","Creció / Decreció","4737878.95082","0.00000","0.00000","0.54126","-1.31451","0","0.06086","-0.14117","-0.56695","","0","0","0.04194"
"283429","Nitrates of metals, not potassium","Los demas nitratos, excepto de potasio y de bismuto.","Químicos"," VI Productos químicos y aliados","-0.34426","2975","Creció / Creció","1929823.33607","0.00000","0.00000","0.58163","-0.06375","0","0.35996","0.23511","0.05974","","s.d.","s.d.","0.14976"
"283510","Phosphinates and phosphonates","Fosfinatos (hipofosfitos) y fosfanatos (fosfitos).","Químicos"," VI Productos químicos y aliados","0.69210","1292","Creció / Creció","1023847.57650","0.00000","0.00000","-1.28864","-0.81419","0","-0.99568","-0.77388","-0.57995","","s.d.","s.d.","0.14976"
"283522","Mono-, di-sodium phosphates","Fosfato de monosodio o de disodio.","Químicos"," VI Productos químicos y aliados","0.40153","1779","Creció / Se mantuvo","782383.83060","0.00000","0.00000","-0.55060","0.46173","0","-0.25292","-0.10709","0.14298","","s.d.","s.d.","0.14976"
"283524","Potassium phosphates","Fosfato de potasio.","Químicos"," VI Productos químicos y aliados","0.84250","1040","Creció / Creció","2054958.64754","0.00000","0.00000","-1.38817","-0.32922","0","-0.95331","-0.67730","-0.35397","","s.d.","s.d.","0.14976"
"283525","Calcium hydrogen-orthophosphate","Hidrogenoortofosfato de calcio (fosfato dicalcio).","Químicos"," VI Productos químicos y aliados","-0.42014","3091","Decreció / Decreció","2618798.43169","0.00000","0.00000","-0.56127","0.66184","0","-0.30253","-0.22727","0.02441","","s.d.","s.d.","0.14976"
"283526","Calcium phosphates, nes","Los demas fosfatos de calcio.","Químicos"," VI Productos químicos y aliados","-0.24932","2837","Creció / Se mantuvo","6583490.93169","0.00000","0.00000","1.31825","0.01617","0","0.90107","0.67921","0.34042","","s.d.","s.d.","0.14976"
"283529","Phosphates of metal, nes","Los demas fosfatos.","Químicos"," VI Productos químicos y aliados","-0.22989","2813","Se mantuvo / Decreció","1114168.59016","0.00000","0.00000","0.61357","0.37318","0","0.48115","0.38478","0.29453","","s.d.","s.d.","0.14976"
"283531","Sodium triphosphate","Trifosfato de sodio (tripolifosfato de sodio).","Químicos"," VI Productos químicos y aliados","-0.17858","2734","Decreció mucho / Decreció","2902785.06011","0.00000","0.00000","-0.45314","-0.47827","0","-0.43071","-0.40451","-0.39581","","s.d.","s.d.","0.14976"
"283539","Polyphosphates of metals, nes","Los demas polifosfatos","Químicos"," VI Productos químicos y aliados","0.61900","1422","Creció / Decreció","4351848.48361","0.00000","0.00000","-0.75233","0.73555","0","-0.31762","-0.10609","0.26005","","s.d.","s.d.","0.14976"
"283620","Disodium carbonate","Carbonato de disodio.","Químicos"," VI Productos químicos y aliados","-0.60852","3333","Creció mucho / Creció","22249266.12295","0.00000","0.00000","0.33917","-0.70916","0","0.03473","-0.11245","-0.36950","","s.d.","s.d.","0.14976"
"283630","Sodium bicarbonate","Bicarbonato de sodio","Químicos"," VI Productos químicos y aliados","-0.01146","2470","Creció / Creció","4898887.68306","626.53682","0.03320","0.15246","1.45093","0","0.39576","0.44429","0.69579","","s.d.","s.d.","0.14976"
"283640","Potassium carbonates","Carbonatos de potasio.","Químicos"," VI Productos químicos y aliados","0.66418","1341","Creció / Se mantuvo","1620415.16667","0.00000","0.00000","-1.14015","-0.21079","0","-0.77384","-0.54694","-0.27085","","s.d.","s.d.","0.14976"
"283650","Calcium carbonate","Carbonato de calcio","Químicos"," VI Productos químicos y aliados","-0.60278","3319","Decreció / Decreció","3978202.34153","0.00000","0.00000","0.90994","0.28858","0","0.63440","0.45206","0.25215","","s.d.","s.d.","0.14976"
"283660","Barium carbonate","Carbonato de bario.","Químicos"," VI Productos químicos y aliados","0.91969","918","Creció / Se mantuvo","754264.47268","0.00000","0.00000","-1.69878","-0.59369","0","-1.21591","-0.89881","-0.54687","","s.d.","s.d.","0.14976"
"283692","Strontium carbonate","Carbonato de estroncio.","Químicos"," VI Productos químicos y aliados","1.93953","55","Creció / Se mantuvo","402513.16120","0.00000","0.00000","-1.62689","-2.84104","0","-1.51307","-1.21714","-1.28165","","s.d.","s.d.","0.14976"
"283699","Carbonates of metals, nes","Los demas carbonatos; peroxocarbona","Químicos"," VI Productos químicos y aliados","0.00496","2448","Creció / Decreció","5176156.12842","0.00000","0.00000","-0.14687","-0.08441","0","-0.11920","-0.10089","-0.08080","","s.d.","s.d.","0.14976"
"283711","Cyanides of sodium","Cianuro y oxicianuros de sodio","Químicos"," VI Productos químicos y aliados","-0.75591","3499","Creció / Creció","6464522.93443","0.00000","0.00000","-0.25532","-0.85706","0","-0.42572","-0.50587","-0.65125","","s.d.","s.d.","0.14976"
"283719","Cyanides of metals, not sodium","Los demas cianuros y oxicianuros, excepto de sodio.","Químicos"," VI Productos químicos y aliados","1.66894","127","Decreció / Decreció","413407.35792","0.00000","0.00000","-1.81861","-0.12804","0","-1.13174","-0.69846","-0.18597","","s.d.","s.d.","0.14976"
"283720","Complex cyanides of metals","Cianuros complejos.","Químicos"," VI Productos químicos y aliados","1.28163","444","Creció / Se mantuvo","251800.00000","0.00000","0.00000","-1.56058","0.36821","0","-0.89060","-0.50994","0.01793","","s.d.","s.d.","0.14976"
"283911","Sodium metasilicates","Metasilicatos de sodio.","Químicos"," VI Productos químicos y aliados","-1.14047","3976","Decreció / Decreció","371619.69399","0.00000","0.00000","-0.16184","-0.53327","0","-0.33399","-0.45042","-0.57364","","s.d.","s.d.","0.14976"
"283919","Silicates of sodium, nes","Los demas silicato de sodio","Químicos"," VI Productos químicos y aliados","-0.76874","3521","Decreció / Decreció","671375.02459","0.00000","0.00000","1.69353","-0.03714","0","1.10117","0.76841","0.29916","","s.d.","s.d.","0.14976"
"283990","Silicates, nes","Los demas silicatos.","Químicos"," VI Productos químicos y aliados","-0.34327","2973","Decreció / Decreció","1051990.43169","0.00000","0.00000","1.04638","0.11699","0","0.72154","0.53611","0.28075","","s.d.","s.d.","0.14976"
"284011","Disodium tetraborate, anhydrous","Tetraborato de disodio (borax refinado), anhidro.","Químicos"," VI Productos químicos y aliados","0.07595","2336","Creció / Se mantuvo","206973.24317","0.00000","0.00000","1.11830","-1.50319","0","0.48977","0.25446","-0.32196","","s.d.","s.d.","0.14976"
"284019","Disodium tetraborate, hydrated","Los demas tetraboratos de disodio (borax refinado)","Químicos"," VI Productos químicos y aliados","0.76200","1176","Decreció / Decreció","-172493.72404","0.00000","0.00000","0.76094","-1.25290","0","0.35828","0.25769","-0.14502","","s.d.","s.d.","0.14976"
"284020","Borates of metals, not refined borax","Los demas boratos.","Químicos"," VI Productos químicos y aliados","-0.45198","3128","Creció / Se mantuvo","-1474119.85792","0.00000","0.00000","-0.14107","0.16587","0","-0.11078","-0.12652","-0.08068","","s.d.","s.d.","0.14976"
"284030","Peroxoborates of metals","Peroxoboratos (perboratos).","Químicos"," VI Productos químicos y aliados","0.20116","2134","Decreció / Se mantuvo","119801.90710","0.00000","0.00000","-0.83395","-1.24273","0","-0.81219","-0.72912","-0.75912","","s.d.","s.d.","0.14976"
"284130","Sodium dichromate","Dicromato de sodio.","Químicos"," VI Productos químicos y aliados","-0.87745","3667","Decreció / Decreció","-1188210.39891","0.00000","0.00000","2.10591","-2.39014","0","0.90836","0.38523","-0.66315","","s.d.","s.d.","0.14976"
"284150","Chromates, nes","Los demas cromatos y dicromatos; peroxocromatos.","Químicos"," VI Productos químicos y aliados","0.35553","1851","Decreció / Se mantuvo","211958.11202","0.00000","0.00000","0.21733","0.01025","0","0.18974","0.19320","0.15870","","s.d.","s.d.","0.14976"
"284160","Manganites, manganates of metals","Manganites, manganatos de metales","Químicos"," VI Productos químicos y aliados","0.78343","1139","Decreció / Decreció","889383.75956","0.00000","0.00000","-1.09348","0.39371","0","-0.60835","-0.34630","0.04498","","s.d.","s.d.","0.14976"
"284170","Metallic molybdates","Molibdato","Químicos"," VI Productos químicos y aliados","-0.35540","2991","Creció / Creció","1420738.45902","0.00000","0.00000","-0.17371","0.23163","0","-0.11081","-0.10871","-0.03673","","s.d.","s.d.","0.14976"
"284180","Metallic tungstates","Volframatos (tungstatos).","Químicos"," VI Productos químicos y aliados","-0.69777","3438","Decreció / Decreció","1842723.46995","0.00000","0.00000","-1.38220","-1.75175","0","-1.38767","-1.33770","-1.37739","","s.d.","s.d.","0.14976"
"284190","Salts of oxymetallic acids, nes","Las demas sales de los acidos oxometalicos","Químicos"," VI Productos químicos y aliados","2.04437","29","Creció mucho / Creció mucho","20026444.62295","0.00000","0.00000","-2.32559","-1.54426","0","-1.73233","-1.25627","-0.88150","","s.d.","s.d.","0.14976"
"284210","Double or complex silicates of metals","Silicatos dobles o complejos.","Químicos"," VI Productos químicos y aliados","1.53332","213","Creció mucho / Creció mucho","4493216.04918","0.43826","0.00002","-0.63968","0.46991","0","-0.20046","0.07232","0.40289","","s.d.","s.d.","0.14976"
"284290","Metallic salts of inorganic acids, nes","Las demas sales de los acidos o peroxo-acidos inorganicos, excluido az","Químicos"," VI Productos químicos y aliados","0.58275","1475","Creció mucho / Creció mucho","5150122.63934","0.00000","0.00000","-1.93079","-0.87989","0","-1.46925","-1.16535","-0.82950","","s.d.","s.d.","0.14976"
"284310","Colloidal precious metals","Metales preciosos en estado coloidal","Químicos"," VI Productos químicos y aliados","1.09021","672","Decreció / Decreció","1445133.41530","0.00000","0.00000","-0.75180","-1.58194","0","-0.73363","-0.59094","-0.66486","","s.d.","s.d.","0.14976"
"284321","Silver nitrate","Nitrato de plata.","Químicos"," VI Productos químicos y aliados","0.71874","1248","Decreció / Decreció","1156807.26503","0.00000","0.00000","-0.72837","-0.57899","0","-0.55378","-0.40160","-0.29937","","s.d.","s.d.","0.14976"
"284329","Silver compounds, nes","Los demas compuestos de plata, excepto el nitrato de plata.","Químicos"," VI Productos químicos y aliados","1.31104","403","Decreció / Decreció","888221.31967","0.00000","0.00000","-0.47673","0.72213","0","-0.05818","0.18054","0.50970","","s.d.","s.d.","0.14976"
"284330","Gold compounds","Compuestos de oro","Químicos"," VI Productos químicos y aliados","0.40803","1765","Creció mucho / Creció","8542009.00000","0.00000","0.00000","-0.69635","0.33785","0","-0.37907","-0.21692","0.04513","","s.d.","s.d.","0.14976"
"284390","Precious metal compounds, nes","Los demas compuestos; amalgamas de metales preciosos","Químicos"," VI Productos químicos y aliados","1.00765","798","Creció mucho / Creció","18192397.16393","0.00000","0.00000","-0.73313","0.05521","0","-0.40139","-0.18789","0.05682","","s.d.","s.d.","0.14976"
"284410","Natural uranium","Uranio natural y sus compuestos; aleaciones y prod. que contengan uran","Químicos"," VI Productos químicos y aliados","-0.62497","3359","Decreció mucho / Decreció mucho","22875709.09290","0.00000","0.00000","0.21237","-2.46241","0","-0.40632","-0.62379","-1.20061","","0","0","0.20112"
"284420","Uranium (enriched), plutonium","Uranio enriquecido en u235 y sus compuestos; plutonio y sus compuestos","Químicos"," VI Productos químicos y aliados","0.12300","2273","Decreció mucho / Decreció mucho","33666784.50820","0.00000","0.00000","-1.09348","-0.56696","0","-0.86653","-0.71856","-0.55243","","0","0","0.20112"
"284430","Uranium (depleted), thorium","Uranio empobrecido en u235 y sus compuestos; torio y sus compuestos; a","Químicos"," VI Productos químicos y aliados","1.28228","442","Se mantuvo / Se mantuvo","587908.18852","0.00000","0.00000","-0.93664","0.53263","0","-0.42090","-0.12554","0.27926","","0","0","0.20112"
"284440","Radioactives, nes","Elementos e isotopos y compuestos radiactivos; excepto de las partidas","Químicos"," VI Productos químicos y aliados","0.44160","1711","Creció / Creció","6244651.90437","0.00000","0.00000","-0.14595","-0.31761","0","-0.12153","-0.07136","-0.07631","","0","0","0.20112"
"284450","Spent nuclear reactor fuel","Cartuchos agotados (irradiados) de reactores nucleares.","Químicos"," VI Productos químicos y aliados","-0.87607","3665","Se mantuvo / Se mantuvo","65739.12568","0.00000","0.00000","1.36001","-2.25747","0","0.41291","0.00842","-0.82687","","s.d.","s.d.","0.11102"
